FIPS,Geography,counts,UPB
40035,"CRAIG County ,OK",70,8224530.44
51045,"CRAIG County ,VA",6,844228.90
39033,"CRAWFORD County ,OH",119,10441115.75
40037,"CREEK County ,OK",372,42719204.51
17035,"CUMBERLAND County ,IL",41,3293545.26
15003,"HONOLULU County ,HI",3750,1499841791.20
41027,"HOOD RIVER County ,OR",241,58990784.74
21107,"HOPKINS County ,KY",107,10916246.11
19089,"HOWARD County ,IA",17,1724457.28
29091,"HOWELL County ,MO",95,8447713.89
08055,"HUERFANO County ,CO",80,12908961.48
32013,"HUMBOLDT County ,NV",345,63363617.89
48231,"HUNT County ,TX",286,35960096.33
34019,"HUNTERDON County ,NJ",299,87621665.46
46067,"HUTCHINSON County ,SD",10,1029670.63
46069,"HYDE County ,SD",9,751077.72
19093,"IDA County ,IA",1,110559.28
05063,"INDEPENDENCE County ,AR",110,10346403.14
26069,"IOSCO County ,MI",44,3223090.97
48235,"IRION County ,TX",6,1059408.06
29093,"IRON County ,MO",21,2531191.69
49021,"IRON County ,UT",815,120057965.63
55051,"IRON County ,WI",15,1177394.71
26073,"ISABELLA County ,MI",107,10842723.35
48237,"JACK County ,TX",3,680703.46
37099,"JACKSON County ,NC",65,8353716.87
41029,"JACKSON County ,OR",1423,262085995.38
46071,"JACKSON County ,SD",1,50853.01
54035,"JACKSON County ,WV",57,7183495.72
51095,"JAMES CITY County ,VA",1567,397492498.94
48241,"JASPER County ,TX",137,15753805.44
20087,"JEFFERSON County ,KS",44,4414347.63
22051,"JEFFERSON County ,LA",2033,293441741.73
28063,"JEFFERSON County ,MS",2,221397.24
53031,"JEFFERSON County ,WA",525,106872259.86
28065,"JEFFERSON DAVIS County ,MS",14,698757.69
16053,"JEROME County ,ID",186,26190756.66
17087,"JOHNSON County ,IL",21,1692367.84
29101,"JOHNSON County ,MO",232,33005736.09
37101,"JOHNSTON County ,NC",865,130585993.82
40069,"JOHNSTON County ,OK",9,730503.13
13169,"JONES County ,GA",57,7576644.88
19105,"JONES County ,IA",62,5481067.35
28067,"JONES County ,MS",840,86177419.48
49023,"JUAB County ,UT",43,7071618.19
26077,"KALAMAZOO County ,MI",474,53786959.29
48255,"KARNES County ,TX",18,2701356.71
31101,"KEITH County ,NE",24,2009045.87
28069,"KEMPER County ,MS",5,555832.71
17093,"KENDALL County ,IL",783,130540361.21
23011,"KENNEBEC County ,ME",643,76242969.06
53033,"KING County ,WA",15653,4396745174.74
36047,"KINGS County ,NY",887,387233576.25
08063,"KIT CARSON County ,CO",6,758933.36
48273,"KLEBERG County ,TX",160,16388521.55
17095,"KNOX County ,IL",56,4755436.05
39083,"KNOX County ,OH",144,15169573.27
47093,"KNOX County ,TN",6587,1120374139.07
18085,"KOSCIUSKO County ,IN",207,22579687.58
20099,"LABETTE County ,KS",44,3213278.76
05073,"LAFAYETTE County ,AR",2,129673.60
12067,"LAFAYETTE County ,FL",5,497000.77
28073,"LAMAR County ,MS",311,37911627.77
42071,"LANCASTER County ,PA",8021,1252993016.06
51103,"LANCASTER County ,VA",69,12294621.13
55067,"LANGLADE County ,WI",91,8402934.69
40077,"LATIMER County ,OK",15,1454754.14
48285,"LAVACA County ,TX",122,14949829.24
35025,"LEA County ,NM",163,20768824.12
42075,"LEBANON County ,PA",3504,501413992.86
21129,"LEE County ,KY",24,2142950.48
48287,"LEE County ,TX",64,8093370.40
42077,"LEHIGH County ,PA",971,161602208.07
30049,"LEWIS AND CLARK County ,MT",196,36437884.70
12077,"LIBERTY County ,FL",4,235953.28
16063,"LINCOLN County ,ID",47,5780417.03
40081,"LINCOLN County ,OK",64,6757443.36
41041,"LINCOLN County ,OR",368,70493605.70
53043,"LINCOLN County ,WA",29,3412988.10
55069,"LINCOLN County ,WI",337,36732758.27
54043,"LINCOLN County ,WV",18,1618251.23
05081,"LITTLE RIVER County ,AR",13,1188721.02
29117,"LIVINGSTON County ,MO",11,1109075.90
54045,"LOGAN County ,WV",52,4528456.46
05085,"LONOKE County ,AR",447,49911260.15
51107,"LOUDOUN County ,VA",7790,2972573608.79
51109,"LOUISA County ,VA",182,32209519.07
40085,"LOVE County ,OK",10,1122710.76
28087,"LOWNDES County ,MS",251,32194315.50
48303,"LUBBOCK County ,TX",450,48297400.65
19117,"LUCAS County ,IA",12,1323572.52
51111,"LUNENBURG County ,VA",15,1534401.34
46085,"LYMAN County ,SD",6,479705.22
19119,"LYON County ,IA",16,2221430.53
27083,"LYON County ,MN",58,6982803.18
19121,"MADISON County ,IA",38,5131804.60
21151,"MADISON County ,KY",329,40497777.38
28089,"MADISON County ,MS",791,143444528.29
31119,"MADISON County ,NE",56,5348187.80
48313,"MADISON County ,TX",25,4297309.52
21153,"MAGOFFIN County ,KY",64,9324542.40
48315,"MARION County ,TX",32,3149093.24
54049,"MARION County ,WV",332,43136843.50
01095,"MARSHALL County ,AL",314,35570542.90
27089,"MARSHALL County ,MN",13,1011606.47
48317,"MARTIN County ,TX",6,914841.65
53045,"MASON County ,WA",907,133908159.13
54053,"MASON County ,WV",42,3705517.81
40097,"MAYES County ,OK",200,21959324.72
45065,"MCCORMICK County ,SC",38,5100064.05
48307,"MCCULLOCH County ,TX",28,2499616.88
21057,"CUMBERLAND County ,KY",49,4535671.91
34011,"CUMBERLAND County ,NJ",1166,160552024.17
35009,"CURRY County ,NM",562,77849871.25
08027,"CUSTER County ,CO",55,8706988.15
16037,"CUSTER County ,ID",4,356317.64
30017,"CUSTER County ,MT",29,3612959.77
40039,"CUSTER County ,OK",56,6949683.54
49009,"DAGGETT County ,UT",3,463687.35
45031,"DARLINGTON County ,SC",76,7995198.25
46035,"DAVISON County ,SD",146,16319849.50
31045,"DAWES County ,NE",9,863171.29
46037,"DAY County ,SD",1,187213.52
18031,"DECATUR County ,IN",291,31455305.46
19055,"DELAWARE County ,IA",46,6214563.26
39041,"DELAWARE County ,OH",542,114432512.98
08029,"DELTA County ,CO",167,22900432.81
28033,"DESOTO County ,MS",1384,184304980.29
40043,"DEWEY County ,OK",6,888033.73
17039,"DEWITT County ,IL",293,24622626.83
20041,"DICKINSON County ,KS",125,13847674.80
12029,"DIXIE County ,FL",11,819430.50
13095,"DOUGHERTY County ,GA",212,23850528.81
17041,"DOUGLAS County ,IL",69,6461621.79
29067,"DOUGLAS County ,MO",9,1072333.59
31055,"DOUGLAS County ,NE",1223,161510787.15
47045,"DYER County ,TN",106,9862896.58
21061,"EDMONSON County ,KY",39,3635386.30
26047,"EMMET County ,MI",75,11510297.16
39043,"ERIE County ,OH",440,47344922.18
01053,"ESCAMBIA County ,AL",360,37735841.14
01055,"ETOWAH County ,AL",552,61723522.28
13109,"EVANS County ,GA",13,1766074.32
02090,"FAIRBANKS NORTH STAR County ,AK",128,23550526.54
51600,"FAIRFAX CITY County ,VA",207,74614553.11
45039,"FAIRFIELD County ,SC",92,11664183.98
30025,"FALLON County ,MT",3,501592.19
13111,"FANNIN County ,GA",71,12660250.81
01057,"FAYETTE County ,AL",28,2833621.86
17051,"FAYETTE County ,IL",125,10496514.56
27045,"FILLMORE County ,MN",80,8223783.46
55039,"FOND DU LAC County ,WI",455,54637425.26
42053,"FOREST County ,PA",13,928226.20
24021,"FREDERICK County ,MD",3027,804608970.22
51069,"FREDERICK County ,VA",685,143787469.72
51630,"FREDERICKSBURG CITY County ,VA",372,104925516.48
27047,"FREEBORN County ,MN",108,8712206.39
17057,"FULTON County ,IL",197,15299006.83
18049,"FULTON County ,IN",15,1232951.83
24023,"GARRETT County ,MD",314,48655667.88
48169,"GARZA County ,TX",2,397079.98
36037,"GENESEE County ,NY",240,23211906.92
18051,"GIBSON County ,IN",50,4587792.62
47053,"GIBSON County ,TN",308,31105422.90
41021,"GILLIAM County ,OR",14,1253543.77
51075,"GOOCHLAND County ,VA",237,56848067.11
27049,"GOODHUE County ,MN",201,32023285.39
50013,"GRAND ISLE County ,VT",20,3176333.74
22043,"GRANT County ,LA",177,19640121.98
21087,"GREEN County ,KY",8,682645.52
05055,"GREENE County ,AR",106,9970666.16
13133,"GREENE County ,GA",127,20139839.28
29077,"GREENE County ,MO",749,77387295.60
39057,"GREENE County ,OH",2346,384229215.05
51081,"GREENSVILLE County ,VA",13,1281283.83
21089,"GREENUP County ,KY",137,14299446.92
45045,"GREENVILLE County ,SC",2462,354066347.97
48183,"GREGG County ,TX",728,99460290.70
19075,"GRUNDY County ,IA",15,1040756.31
35019,"GUADALUPE County ,NM",3,136994.04
19077,"GUTHRIE County ,IA",30,2658390.26
13137,"HABERSHAM County ,GA",185,20680123.62
48189,"HALE County ,TX",35,2693144.49
51083,"HALIFAX County ,VA",122,14187648.25
13139,"HALL County ,GA",990,140422081.13
12047,"HAMILTON County ,FL",9,789604.32
18057,"HAMILTON County ,IN",1179,199166756.62
20075,"HAMILTON County ,KS",2,87198.78
39061,"HAMILTON County ,OH",6030,806632316.67
25015,"HAMPSHIRE County ,MA",443,92160779.87
17067,"HANCOCK County ,IL",59,5227957.91
46059,"HAND County ,SD",12,1366931.18
51085,"HANOVER County ,VA",1758,399955208.58
47069,"HARDEMAN County ,TN",55,5038402.64
46063,"HARDING County ,SD",1,76115.91
31083,"HARLAN County ,NE",12,884855.78
41025,"HARNEY County ,OR",26,2560579.66
48203,"HARRISON County ,TX",231,32715637.47
13147,"HART County ,GA",39,4992551.27
40061,"HASKELL County ,OK",59,5028733.59
13151,"HENRY County ,GA",1450,217442627.79
39069,"HENRY County ,OH",40,3424997.68
47079,"HENRY County ,TN",64,6036100.80
12055,"HIGHLANDS County ,FL",201,20888532.31
48217,"HILL County ,TX",127,12715586.36
12057,"HILLSBOROUGH County ,FL",6881,1245966933.26
33011,"HILLSBOROUGH County ,NH",1079,210013562.22
28051,"HOLMES County ,MS",8,574901.30
48221,"HOOD County ,TX",398,67231027.36
51670,"HOPEWELL CITY County ,VA",151,25074528.40
48225,"HOUSTON County ,TX",147,14404255.44
05061,"HOWARD County ,AR",21,2004443.28
27057,"HUBBARD County ,MN",212,27350621.44
40063,"HUGHES County ,OK",26,1985300.85
46065,"HUGHES County ,SD",340,50657333.20
28053,"HUMPHREYS County ,MS",6,529173.94
17113,"MCLEAN County ,IL",1098,126270555.66
48309,"MCLENNAN County ,TX",2202,282815645.64
47109,"MCNAIRY County ,TN",145,13548468.41
46093,"MEADE County ,SD",356,55099510.33
37119,"MECKLENBURG County ,NC",4059,691304705.44
39103,"MEDINA County ,OH",708,128376079.99
48327,"MENARD County ,TX",2,230468.97
26109,"MENOMINEE County ,MI",63,6068957.03
29129,"MERCER County ,MO",1,71282.55
38057,"MERCER County ,ND",6,880928.68
25017,"MIDDLESEX County ,MA",3226,1001108740.52
42087,"MIFFLIN County ,PA",412,43948557.47
48331,"MILAM County ,TX",162,16220598.33
19129,"MILLS County ,IA",57,8898367.50
08079,"MINERAL County ,CO",4,1179523.16
54057,"MINERAL County ,WV",292,34189778.28
54059,"MINGO County ,WV",13,1774658.44
16067,"MINIDOKA County ,ID",117,12396584.20
08081,"MOFFAT County ,CO",59,8609814.45
29135,"MONITEAU County ,MO",33,2933949.41
21171,"MONROE County ,KY",29,2164692.89
42089,"MONROE County ,PA",889,125230128.69
08083,"MONTEZUMA County ,CO",140,22145924.60
01101,"MONTGOMERY County ,AL",1440,163906506.23
20125,"MONTGOMERY County ,KS",70,5379686.45
21173,"MONTGOMERY County ,KY",211,24398519.55
24031,"MONTGOMERY County ,MD",8641,2761826365.75
39113,"MONTGOMERY County ,OH",4777,686354990.29
22067,"MOREHOUSE County ,LA",253,21963073.73
18109,"MORGAN County ,IN",530,62000128.08
38059,"MORTON County ,ND",374,68080262.95
21177,"MUHLENBERG County ,KY",98,9755298.29
06055,"NAPA County ,CA",1025,330421754.81
56025,"NATRONA County ,WY",842,156922454.85
38063,"NELSON County ,ND",3,204608.79
09011,"NEW LONDON County ,CT",1363,238917663.70
36061,"NEW YORK County ,NY",328,224779453.93
45071,"NEWBERRY County ,SC",119,16228547.86
48353,"NOLAN County ,TX",40,4266626.19
37131,"NORTHAMPTON County ,NC",44,4982902.36
28103,"NOXUBEE County ,MS",3,150540.63
31129,"NUCKOLLS County ,NE",9,874527.51
28105,"OKTIBBEHA County ,MS",616,80692078.18
36067,"ONONDAGA County ,NY",3270,390474997.76
12095,"ORANGE County ,FL",6549,1174084658.76
20141,"OSBORNE County ,KS",1,83000.45
26133,"OSCEOLA County ,MI",27,1883681.70
31131,"OTOE County ,NE",103,9056261.49
20143,"OTTAWA County ,KS",5,514371.51
26139,"OTTAWA County ,MI",525,70031295.54
27111,"OTTER TAIL County ,MN",222,30831627.32
29153,"OZARK County ,MO",8,705594.99
56029,"PARK County ,WY",145,21246702.70
37141,"PENDER County ,NC",182,31268380.52
21191,"PENDLETON County ,KY",180,18977167.28
31135,"PERKINS County ,NE",9,915047.84
13231,"PIKE County ,GA",74,9801882.11
21195,"PIKE County ,KY",118,14796590.09
04021,"PINAL County ,AZ",4182,615879687.00
19149,"PLYMOUTH County ,IA",77,8317368.32
05111,"POINSETT County ,AR",48,3842456.51
41053,"POLK County ,OR",338,62121982.14
28115,"PONTOTOC County ,MS",334,32267229.70
20149,"POTTAWATOMIE County ,KS",122,15965330.91
48375,"POTTER County ,TX",205,19605183.48
44007,"PROVIDENCE County ,RI",1683,286919304.36
17153,"PULASKI County ,IL",4,471916.29
18133,"PUTNAM County ,IN",321,34753133.53
47141,"PUTNAM County ,TN",891,114077209.58
35037,"QUAY County ,NM",4,507784.96
24035,"QUEEN ANNES County ,MD",244,64486860.57
38071,"RAMSEY County ,ND",13,1507065.79
51157,"RAPPAHANNOCK County ,VA",27,5691002.99
30081,"RAVALLI County ,MT",102,16946157.17
48389,"REEVES County ,TX",27,3179628.25
48391,"REFUGIO County ,TX",15,1600138.65
29179,"REYNOLDS County ,MO",5,469823.94
47143,"RHEA County ,TN",140,16654724.05
20161,"RILEY County ,KS",95,15375545.33
35039,"RIO ARRIBA County ,NM",154,20182334.40
08103,"RIO BLANCO County ,CO",71,11117280.00
08105,"RIO GRANDE County ,CO",74,9906127.68
18137,"RIPLEY County ,IN",152,21074103.20
48397,"ROCKWALL County ,TX",937,187964938.35
48399,"RUNNELS County ,TX",84,8948089.94
18139,"RUSH County ,IN",20,1668550.16
55107,"RUSK County ,WI",12,1281100.64
23023,"SAGADAHOC County ,ME",176,27750417.43
26145,"SAGINAW County ,MI",232,21927424.22
22087,"SAINT BERNARD County ,LA",304,29699772.16
01115,"SAINT CLAIR County ,AL",686,91811253.25
17163,"SAINT CLAIR County ,IL",1787,240442675.05
29187,"SAINT FRANCOIS County ,MO",683,63076332.81
20169,"SALINE County ,KS",72,7987165.54
31151,"SALINE County ,NE",44,4446336.04
48405,"SAN AUGUSTINE County ,TX",33,3068908.11
06077,"SAN JOAQUIN County ,CA",4455,964931224.19
12113,"SANTA ROSA County ,FL",1383,230747685.86
55111,"SAUK County ,WI",181,23720368.93
19163,"SCOTT County ,IA",524,77527857.31
12117,"SEMINOLE County ,FL",1990,355873843.20
39147,"SENECA County ,OH",161,13557046.97
40135,"SEQUOYAH County ,OK",66,6615535.64
48417,"SHACKELFORD County ,TX",1,100090.18
26063,"HURON County ,MI",29,2609036.10
19095,"IOWA County ,IA",47,4968564.31
12063,"JACKSON County ,FL",42,4399683.88
13157,"JACKSON County ,GA",589,92550514.61
19097,"JACKSON County ,IA",65,6473479.94
21109,"JACKSON County ,KY",120,10614658.64
55053,"JACKSON County ,WI",15,1357770.03
13159,"JASPER County ,GA",48,5163858.41
18073,"JASPER County ,IN",127,14430204.27
01073,"JEFFERSON County ,AL",6194,883300423.27
05069,"JEFFERSON County ,AR",181,17257285.23
08059,"JEFFERSON County ,CO",6969,1557592491.54
12065,"JEFFERSON County ,FL",19,2209785.28
30043,"JEFFERSON County ,MT",35,7756893.77
47089,"JEFFERSON County ,TN",426,49966764.62
55055,"JEFFERSON County ,WI",230,31041550.56
13165,"JENKINS County ,GA",18,2732939.34
48247,"JIM HOGG County ,TX",10,818630.25
05071,"JOHNSON County ,AR",80,7085024.85
19103,"JOHNSON County ,IA",198,34846647.98
48251,"JOHNSON County ,TX",1552,239506905.54
48253,"JONES County ,TX",30,2704246.00
27065,"KANABEC County ,MN",154,16621047.03
49025,"KANE County ,UT",53,8451059.60
40071,"KAY County ,OK",155,12887325.94
48265,"KERR County ,TX",101,14870435.74
45055,"KERSHAW County ,SC",688,94861080.78
48267,"KIMBLE County ,TX",8,881133.04
51099,"KING GEORGE County ,VA",513,128631626.43
53035,"KITSAP County ,WA",9455,1927365565.19
27069,"KITTSON County ,MN",11,864680.26
48275,"KNOX County ,TX",1,307414.64
55063,"LA CROSSE County ,WI",365,47268543.66
48283,"LA SALLE County ,TX",4,489886.88
29105,"LACLEDE County ,MO",72,8125200.72
29107,"LAFAYETTE County ,MO",142,17271757.28
18087,"LAGRANGE County ,IN",261,24105386.86
06033,"LAKE County ,CA",294,48759375.29
18089,"LAKE County ,IN",1862,229571761.33
27075,"LAKE County ,MN",21,3250467.19
48281,"LAMPASAS County ,TX",224,26504477.61
28075,"LAUDERDALE County ,MS",182,20385938.79
47097,"LAUDERDALE County ,TN",58,5575198.74
21125,"LAUREL County ,KY",228,25235906.01
28077,"LAWRENCE County ,MS",81,10120295.63
42073,"LAWRENCE County ,PA",324,34507497.08
27079,"LE SUEUR County ,MN",51,6965459.65
28081,"LEE County ,MS",485,50038929.21
48289,"LEON County ,TX",61,6289641.81
48291,"LIBERTY County ,TX",1070,147166740.71
48293,"LIMESTONE County ,TX",122,11814601.03
05079,"LINCOLN County ,AR",123,9985272.48
21137,"LINCOLN County ,KY",72,6627353.62
56023,"LINCOLN County ,WY",142,24342839.22
19113,"LINN County ,IA",606,81471283.72
09005,"LITCHFIELD County ,CT",524,106255928.36
05083,"LOGAN County ,AR",44,3536422.14
20109,"LOGAN County ,KS",8,862624.57
21141,"LOGAN County ,KY",432,45122623.41
38047,"LOGAN County ,ND",1,141295.01
13183,"LONG County ,GA",400,66405299.72
35028,"LOS ALAMOS County ,NM",48,8454499.11
51680,"LYNCHBURG CITY County ,VA",827,112772944.82
48305,"LYNN County ,TX",6,641169.62
21143,"LYON County ,KY",36,4125252.42
26097,"MACKINAC County ,MI",6,639171.46
26099,"MACOMB County ,MI",4021,527753275.29
01087,"MACON County ,AL",34,3191464.05
17117,"MACOUPIN County ,IL",181,17319917.18
06039,"MADERA County ,CA",1037,160465413.72
36053,"MADISON County ,NY",624,84055010.46
01091,"MARENGO County ,AL",34,4556868.32
20115,"MARION County ,KS",15,1285080.84
21155,"MARION County ,KY",168,15831966.76
39101,"MARION County ,OH",96,8791926.57
26103,"MARQUETTE County ,MI",87,10434677.38
47117,"MARSHALL County ,TN",201,23016717.13
51690,"MARTINSVILLE CITY County ,VA",59,7055589.21
02170,"MATANUSKA SUSITNA County ,AK",243,53795722.46
13189,"MCDUFFIE County ,GA",61,6386631.12
13191,"MCINTOSH County ,GA",93,12951694.87
20119,"MEADE County ,KS",4,326544.79
30059,"MEAGHER County ,MT",4,257428.22
26107,"MECOSTA County ,MI",80,8294625.29
47121,"MEIGS County ,TN",49,6444515.51
17129,"MENARD County ,IL",67,7978504.11
08077,"MESA County ,CO",1039,178510890.28
21169,"METCALFE County ,KY",86,7257315.88
12086,"MIAMI-DADE County ,FL",22611,4772954406.90
09007,"MIDDLESEX County ,CT",347,71265488.10
51119,"MIDDLESEX County ,VA",61,10964675.64
26111,"MIDLAND County ,MI",133,14474517.67
48329,"MIDLAND County ,TX",338,58990990.35
05091,"MILLER County ,AR",53,4866746.04
19131,"MITCHELL County ,IA",12,1233615.39
34025,"MONMOUTH County ,NJ",4976,1349079118.76
12087,"MONROE County ,FL",932,265652818.21
13207,"MONROE County ,GA",57,9220694.09
19135,"MONROE County ,IA",17,977368.05
26115,"MONROE County ,MI",568,76373106.75
39111,"MONROE County ,OH",9,936137.96
05097,"MONTGOMERY County ,AR",10,790411.06
37123,"MONTGOMERY County ,NC",51,7259210.28
01103,"MORGAN County ,AL",482,55838171.91
17137,"MORGAN County ,IL",156,13197811.41
20179,"SHERIDAN County ,KS",2,412562.90
31163,"SHERMAN County ,NE",2,49551.50
26155,"SHIAWASSEE County ,MI",182,16498647.38
30093,"SILVER BOW County ,MT",133,13434506.96
53059,"SKAMANIA County ,WA",41,6805370.81
28129,"SMITH County ,MS",14,1521990.48
35053,"SOCORRO County ,NM",35,3851430.08
18147,"SPENCER County ,IN",123,13286962.70
21215,"SPENCER County ,KY",85,12836783.00
06099,"STANISLAUS County ,CA",2869,544715982.68
31167,"STANTON County ,NE",3,323933.13
18149,"STARKE County ,IN",142,12669712.62
40137,"STEPHENS County ,OK",159,16421652.42
27149,"STEVENS County ,MN",11,1165745.57
13259,"STEWART County ,GA",5,428078.85
37169,"STOKES County ,NC",171,20124903.77
33017,"STRAFFORD County ,NH",363,64015587.89
38093,"STUTSMAN County ,ND",223,33342340.69
56035,"SUBLETTE County ,WY",27,4820370.32
54089,"SUMMERS County ,WV",23,2113656.14
08117,"SUMMIT County ,CO",281,73648925.50
28133,"SUNFLOWER County ,MS",31,3652528.84
56037,"SWEETWATER County ,WY",352,67803856.71
48437,"SWISHER County ,TX",17,1208785.38
13263,"TALBOT County ,GA",17,2007333.47
13265,"TALIAFERRO County ,GA",1,110837.19
28135,"TALLAHATCHIE County ,MS",12,870595.68
48439,"TARRANT County ,TX",17189,2569931461.17
54091,"TAYLOR County ,WV",35,4895161.05
22109,"TERREBONNE County ,LA",539,83478136.16
29215,"TEXAS County ,MO",64,6809332.33
31169,"THAYER County ,NE",4,131476.60
20193,"THOMAS County ,KS",4,277928.30
53067,"THURSTON County ,WA",3582,764543794.29
36107,"TIOGA County ,NY",195,23785048.07
28139,"TIPPAH County ,MS",67,5722052.77
36109,"TOMPKINS County ,NY",86,10708859.12
48453,"TRAVIS County ,TX",8364,1684930656.46
20195,"TREGO County ,KS",6,360194.78
55121,"TREMPEALEAU County ,WI",61,7767075.86
13283,"TREUTLEN County ,GA",4,230523.41
47169,"TROUSDALE County ,TN",24,3034484.28
26157,"TUSCOLA County ,MI",91,7703543.59
41061,"UNION County ,OR",219,34676557.48
13293,"UPSON County ,GA",48,4288227.44
35061,"VALENCIA County ,NM",312,37357047.23
26159,"VAN BUREN County ,MI",94,10315405.24
39161,"VAN WERT County ,OH",35,2734804.61
17183,"VERMILION County ,IL",199,13743377.38
22113,"VERMILION County ,LA",219,27055000.16
18165,"VERMILLION County ,IN",157,13225098.21
22115,"VERNON County ,LA",258,40984900.83
39163,"VINTON County ,OH",18,1776602.76
27159,"WADENA County ,MN",120,14195115.19
48473,"WALLER County ,TX",287,50760591.67
19179,"WAPELLO County ,IA",146,13126100.04
13299,"WARE County ,GA",72,6698512.99
13301,"WARREN County ,GA",12,1955804.40
17187,"WARREN County ,IL",11,570727.47
29219,"WARREN County ,MO",452,56210693.91
42123,"WARREN County ,PA",43,3621692.42
41065,"WASCO County ,OR",380,64837382.19
08121,"WASHINGTON County ,CO",7,1057318.91
12133,"WASHINGTON County ,FL",33,4103034.87
23029,"WASHINGTON County ,ME",50,4747065.32
40147,"WASHINGTON County ,OK",619,54133207.72
44009,"WASHINGTON County ,RI",548,130002768.71
55135,"WAUPACA County ,WI",278,32954739.84
17191,"WAYNE County ,IL",92,5906875.74
29225,"WEBSTER County ,MO",150,15848551.73
31181,"WEBSTER County ,NE",1,37167.37
08123,"WELD County ,CO",3402,705719137.50
36119,"WESTCHESTER County ,NY",913,333990922.00
42129,"WESTMORELAND County ,PA",1820,234016166.34
30107,"WHEATLAND County ,MT",5,540590.03
47187,"WILLIAMSON County ,TN",2432,619287408.88
09015,"WINDHAM County ,CT",1048,161962562.96
55139,"WINNEBAGO County ,WI",387,45237729.72
54105,"WIRT County ,WV",25,2144315.51
39173,"WOOD County ,OH",130,16606944.05
54107,"WOOD County ,WV",104,9822744.23
21239,"WOODFORD County ,KY",84,12561985.67
05147,"WOODRUFF County ,AR",82,6816467.44
51197,"WYTHE County ,VA",122,14006905.60
41071,"YAMHILL County ,OR",691,142281776.56
36123,"YATES County ,NY",9,1010197.81
45091,"YORK County ,SC",1676,301102170.64
29141,"MORGAN County ,MO",29,3374494.55
54065,"MORGAN County ,WV",148,19368120.37
27097,"MORRISON County ,MN",171,21908592.22
38061,"MOUNTRAIL County ,ND",28,4295654.80
27099,"MOWER County ,MN",124,10998332.78
13213,"MURRAY County ,GA",107,9898525.39
19139,"MUSCATINE County ,IA",73,7569367.27
20135,"NESS County ,KS",5,366122.82
05099,"NEVADA County ,AR",18,1675482.57
37129,"NEW HANOVER County ,NC",999,165890708.58
51700,"NEWPORT NEWS CITY County ,VA",988,190036892.95
18111,"NEWTON County ,IN",29,2737581.60
48351,"NEWTON County ,TX",5,277818.89
16069,"NEZ PERCE County ,ID",97,14961321.44
27103,"NICOLLET County ,MN",101,14444677.15
18113,"NOBLE County ,IN",697,67070231.81
39121,"NOBLE County ,OH",4,423862.56
27105,"NOBLES County ,MN",33,3437384.09
42097,"NORTHUMBERLAND County ,PA",1071,103744545.05
51133,"NORTHUMBERLAND County ,VA",52,10411935.06
51135,"NOTTOWAY County ,VA",28,3377373.72
19141,"OBRIEN County ,IA",17,1514944.53
45073,"OCONEE County ,SC",143,18117667.40
55083,"OCONTO County ,WI",189,23928670.33
13221,"OGLETHORPE County ,GA",17,1924097.89
54069,"OHIO County ,WV",174,17437872.84
12091,"OKALOOSA County ,FL",1498,257791373.74
40107,"OKFUSKEE County ,OK",23,2280988.47
48359,"OLDHAM County ,TX",5,392319.15
18117,"ORANGE County ,IN",52,5287351.49
50019,"ORLEANS County ,VT",15,2059806.81
12097,"OSCEOLA County ,FL",2660,439324632.13
35035,"OTERO County ,NM",391,57093954.09
08091,"OURAY County ,CO",11,2619553.74
08093,"PARK County ,CO",121,23348586.40
34031,"PASSAIC County ,NJ",2252,563618635.59
46103,"PENNINGTON County ,SD",946,163110428.63
39127,"PERRY County ,OH",72,7637750.80
51730,"PETERSBURG CITY County ,VA",636,83319343.30
30071,"PHILLIPS County ,MT",10,834696.94
47137,"PICKETT County ,TN",7,641945.81
31139,"PIERCE County ,NE",3,291563.83
01109,"PIKE County ,AL",53,7087054.68
17149,"PIKE County ,IL",48,3698030.99
27115,"PINE County ,MN",170,19332249.97
40121,"PITTSBURG County ,OK",296,35178753.24
06063,"PLUMAS County ,CA",240,38141186.27
12105,"POLK County ,FL",3239,437279853.47
13233,"POLK County ,GA",260,24563860.49
29167,"POLK County ,MO",228,23287622.21
31143,"POLK County ,NE",2,117853.01
40123,"PONTOTOC County ,OK",129,13669374.96
39133,"PORTAGE County ,OH",868,121086275.03
19155,"POTTAWATTAMIE County ,IA",1114,145645090.43
46107,"POTTER County ,SD",9,891010.08
21197,"POWELL County ,KY",70,6969312.80
02198,"PRINCE OF WALES HYDER County ,AK",2,306849.70
08101,"PUEBLO County ,CO",1010,128629841.59
13235,"PULASKI County ,GA",55,6119468.40
36079,"PUTNAM County ,NY",357,96530117.33
54081,"RALEIGH County ,WV",131,14092838.09
48381,"RANDALL County ,TX",624,80845958.63
37151,"RANDOLPH County ,NC",304,34822284.06
54083,"RANDOLPH County ,WV",16,1838043.38
29177,"RAY County ,MO",82,8760555.43
48387,"RED RIVER County ,TX",10,1014917.92
31145,"RED WILLOW County ,NE",19,1894133.53
36083,"RENSSELAER County ,NY",945,131698293.28
38075,"RENVILLE County ,ND",6,844748.02
27131,"RICE County ,MN",229,38262325.50
38077,"RICHLAND County ,ND",35,3843738.11
45079,"RICHLAND County ,SC",2947,378992293.35
13245,"RICHMOND County ,GA",700,74030302.03
19159,"RINGGOLD County ,IA",6,815044.18
54085,"RITCHIE County ,WV",15,1617509.81
54087,"ROANE County ,WV",17,1402162.97
